Assembly,Chromosome,Plasmid
GCF_022559045.1,NZ_CP043295.1,NZ_CP043298.1
GCF_022559045.1,NZ_CP043295.1,NZ_CP043299.1
GCF_022559045.1,NZ_CP043295.1,NZ_CP043296.1
GCF_022559065.1,NZ_CP043334.1,NZ_CP043336.1
GCF_022559065.1,NZ_CP043334.1,NZ_CP043337.1
GCF_022559065.1,NZ_CP043334.1,NZ_CP043338.1
GCF_022559065.1,NZ_CP043334.1,NZ_CP043339.1
GCF_022559065.1,NZ_CP043334.1,NZ_CP043340.1
GCF_022559065.1,NZ_CP043334.1,NZ_CP043341.1
GCF_022559065.1,NZ_CP043334.1,NZ_CP043335.1
GCF_022559245.1,NZ_CP060953.1,NZ_CP060962.1
GCF_022559245.1,NZ_CP060953.1,NZ_CP060955.1
GCF_022559245.1,NZ_CP060953.1,NZ_CP060956.1
GCF_022559245.1,NZ_CP060953.1,NZ_CP060957.1
GCF_022559245.1,NZ_CP060953.1,NZ_CP060958.1
GCF_022559245.1,NZ_CP060953.1,NZ_CP060959.1
GCF_022559245.1,NZ_CP060953.1,NZ_CP060960.1
GCF_022559245.1,NZ_CP060953.1,NZ_CP060961.1
GCF_022559245.1,NZ_CP060953.1,NZ_CP060954.1
GCF_022559265.1,NZ_CP060963.1,NZ_CP060964.1
GCF_022559265.1,NZ_CP060963.1,NZ_CP060965.1
GCF_022559265.1,NZ_CP060963.1,NZ_CP060968.1
GCF_022559265.1,NZ_CP060963.1,NZ_CP060966.1
GCF_022559265.1,NZ_CP060963.1,NZ_CP060967.1
GCF_022559285.1,NZ_CP060969.1,NZ_CP060970.1
GCF_022559285.1,NZ_CP060969.1,NZ_CP060971.1
GCF_022559285.1,NZ_CP060969.1,NZ_CP060973.1
GCF_022559285.1,NZ_CP060969.1,NZ_CP060972.1
GCF_022559305.1,NZ_CP060974.1,NZ_CP060975.1
GCF_022559305.1,NZ_CP060974.1,NZ_CP060977.1
GCF_022559305.1,NZ_CP060974.1,NZ_CP060978.1
GCF_022559305.1,NZ_CP060974.1,NZ_CP060976.1
GCF_022559325.1,NZ_CP060979.1,NZ_CP060980.1
GCF_022559325.1,NZ_CP060979.1,NZ_CP060981.1
GCF_022559325.1,NZ_CP060979.1,NZ_CP060983.1
GCF_022559325.1,NZ_CP060979.1,NZ_CP060984.1
GCF_022559325.1,NZ_CP060979.1,NZ_CP060985.1
GCF_022559325.1,NZ_CP060979.1,NZ_CP060986.1
GCF_022559325.1,NZ_CP060979.1,NZ_CP060982.1
GCF_022559345.1,NZ_CP060834.1,NZ_CP060836.1
GCF_022559345.1,NZ_CP060834.1,NZ_CP060835.1
GCF_022559365.1,NZ_CP060837.1,NZ_CP060839.1
GCF_022559365.1,NZ_CP060837.1,NZ_CP060838.1
GCF_022559385.1,NZ_CP060840.1,NZ_CP060842.1
GCF_022559385.1,NZ_CP060840.1,NZ_CP060843.1
GCF_022559385.1,NZ_CP060840.1,NZ_CP060841.1
GCF_022559405.1,NZ_CP060844.1,NZ_CP060845.1
GCF_022559425.1,NZ_CP060846.1,NZ_CP060848.1
GCF_022559425.1,NZ_CP060846.1,NZ_CP060847.1
GCF_022559445.1,NZ_CP060849.1,NZ_CP060851.1
GCF_022559445.1,NZ_CP060849.1,NZ_CP060850.1
GCF_022559465.1,NZ_CP060852.1,NZ_CP060854.1
GCF_022559465.1,NZ_CP060852.1,NZ_CP060853.1
GCF_022559485.1,NZ_CP060855.1,NZ_CP060856.1
GCF_022559505.1,NZ_CP070508.1,NZ_CP070509.1
GCF_022559505.1,NZ_CP070508.1,NZ_CP070510.1
GCF_022559685.1,NZ_CP092973.1,NZ_CP092977.1
GCF_022559685.1,NZ_CP092973.1,NZ_CP092978.1
GCF_022559685.1,NZ_CP092973.1,NZ_CP092979.1
GCF_022559685.1,NZ_CP092973.1,NZ_CP092980.1
GCF_022559685.1,NZ_CP092973.1,NZ_CP092975.1
GCF_022559685.1,NZ_CP092973.1,NZ_CP092974.1
GCF_022559685.1,NZ_CP092973.1,NZ_CP092976.1
GCF_022559725.1,NZ_CP092985.1,NZ_CP092984.1
GCF_022559725.1,NZ_CP092985.1,NZ_CP092986.1
GCF_022559725.1,NZ_CP092985.1,NZ_CP092987.1
GCF_022559725.1,NZ_CP092985.1,NZ_CP092988.1
GCF_022559725.1,NZ_CP092985.1,NZ_CP092989.1
GCF_022559725.1,NZ_CP092983.1,NZ_CP092984.1
GCF_022559725.1,NZ_CP092983.1,NZ_CP092986.1
GCF_022559725.1,NZ_CP092983.1,NZ_CP092987.1
GCF_022559725.1,NZ_CP092983.1,NZ_CP092988.1
GCF_022559725.1,NZ_CP092983.1,NZ_CP092989.1
GCF_022559765.1,NZ_CP088120.1,NZ_CP088121.1
GCF_022559765.1,NZ_CP088120.1,NZ_CP088122.1
GCF_022559765.1,NZ_CP088120.1,NZ_CP088123.1
GCF_022559765.1,NZ_CP088120.1,NZ_CP088124.1
GCF_022559765.1,NZ_CP088120.1,NZ_CP088125.1
GCF_022559785.1,NZ_CP088126.1,NZ_CP088127.1
GCF_022559785.1,NZ_CP088126.1,NZ_CP088128.1
GCF_022559785.1,NZ_CP088126.1,NZ_CP088129.1
GCF_022559785.1,NZ_CP088126.1,NZ_CP088130.1
GCF_022559805.1,NZ_CP088131.1,NZ_CP088132.1
GCF_022559805.1,NZ_CP088131.1,NZ_CP088133.1
GCF_022559825.1,NZ_CP088901.1,NZ_CP088902.1
GCF_022559855.1,NZ_CP091752.1,NZ_CP091753.1
GCF_022559855.1,NZ_CP091752.1,NZ_CP091754.1
GCF_022559855.1,NZ_CP091752.1,NZ_CP091755.1
GCF_022559875.1,NZ_CP091756.1,NZ_CP091757.1
GCF_022559875.1,NZ_CP091756.1,NZ_CP091758.1
GCF_022559875.1,NZ_CP091756.1,NZ_CP091759.1
GCF_022559875.1,NZ_CP091756.1,NZ_CP091760.1
GCF_022559875.1,NZ_CP091756.1,NZ_CP091761.1
GCF_022569415.1,NZ_CP093068.1,NZ_CP093071.1
GCF_022569415.1,NZ_CP093068.1,NZ_CP093069.1
GCF_022569415.1,NZ_CP093068.1,NZ_CP093070.1
GCF_022569815.1,NZ_CP093047.1,NZ_CP093048.1
GCF_022569815.1,NZ_CP093047.1,NZ_CP093049.1
GCF_022569815.1,NZ_CP093047.1,NZ_CP093050.1
GCF_022569815.1,NZ_CP093047.1,NZ_CP093051.1
GCF_022569815.1,NZ_CP093047.1,NZ_CP093052.1
GCF_022569935.1,NZ_CP093016.1,NZ_CP093017.1
GCF_022570415.1,NZ_CP093028.1,NZ_CP093029.1
GCF_022570715.1,NZ_CP093154.1,NZ_CP093155.1
GCF_022570715.1,NZ_CP093154.1,NZ_CP093156.1
GCF_022570755.1,NZ_CP093151.1,NZ_CP093153.1
GCF_022570755.1,NZ_CP093151.1,NZ_CP093152.1
GCF_022577075.1,NZ_CP084241.1,NZ_CP084244.1
GCF_022577075.1,NZ_CP084241.1,NZ_CP084243.1
GCF_022577075.1,NZ_CP084241.1,NZ_CP084242.1
GCF_022591335.1,NZ_CP093222.1,NZ_CP093223.1
GCF_022591335.1,NZ_CP093222.1,NZ_CP093224.1
GCF_022591335.1,NZ_CP093222.1,NZ_CP093225.1
GCF_022591475.1,NZ_CP093226.1,NZ_CP093227.1
GCF_022591475.1,NZ_CP093226.1,NZ_CP093228.1
GCF_022591475.1,NZ_CP093226.1,NZ_CP093229.1
GCF_022591475.1,NZ_CP093226.1,NZ_CP093231.1
GCF_022591475.1,NZ_CP093226.1,NZ_CP093232.1
GCF_022591475.1,NZ_CP093226.1,NZ_CP093233.1
GCF_022591475.1,NZ_CP093226.1,NZ_CP093234.1
GCF_022591475.1,NZ_CP093226.1,NZ_CP093230.1
GCF_022591735.1,NZ_CP093260.1,NZ_CP093261.1
GCF_022591735.1,NZ_CP093260.1,NZ_CP093262.1
GCF_022591735.1,NZ_CP093260.1,NZ_CP093263.1
GCF_022591895.1,NZ_CP093249.1,NZ_CP093250.1
GCF_022591895.1,NZ_CP093249.1,NZ_CP093251.1
GCF_022591895.1,NZ_CP093249.1,NZ_CP093252.1
GCF_022591895.1,NZ_CP093249.1,NZ_CP093253.1
GCF_022591895.1,NZ_CP093249.1,NZ_CP093254.1
GCF_022592015.1,NZ_CP093245.1,NZ_CP093246.1
GCF_022592015.1,NZ_CP093245.1,NZ_CP093247.1
GCF_022592015.1,NZ_CP093245.1,NZ_CP093248.1
GCF_022592155.1,NZ_CP093239.1,NZ_CP093240.1
GCF_022592155.1,NZ_CP093239.1,NZ_CP093241.1
GCF_022592275.1,NZ_CP093255.1,NZ_CP093256.1
GCF_022592275.1,NZ_CP093255.1,NZ_CP093257.1
GCF_022592275.1,NZ_CP093255.1,NZ_CP093258.1
GCF_022592275.1,NZ_CP093255.1,NZ_CP093259.1
GCF_022592395.1,NZ_CP093242.1,NZ_CP093243.1
GCF_022592395.1,NZ_CP093242.1,NZ_CP093244.1
GCF_022592575.1,NZ_CP079781.1,NZ_CP079783.1
GCF_022592575.1,NZ_CP079781.1,NZ_CP079782.1
GCF_022592575.1,NZ_CP079781.1,NZ_CP079784.1
GCF_022592735.1,NZ_CP091048.1,NZ_CP091053.1
GCF_022592735.1,NZ_CP091048.1,NZ_CP091054.1
GCF_022592735.1,NZ_CP091048.1,NZ_CP091055.1
GCF_022592735.1,NZ_CP091048.1,NZ_CP091050.1
GCF_022592735.1,NZ_CP091048.1,NZ_CP091049.1
GCF_022592735.1,NZ_CP091048.1,NZ_CP091052.1
GCF_022592735.1,NZ_CP091048.1,NZ_CP091051.1
GCF_022605305.1,NZ_CP093271.1,NZ_CP093272.1
GCF_022605305.1,NZ_CP093271.1,NZ_CP093273.1
GCF_022605325.1,NZ_CP093276.1,NZ_CP093277.1
GCF_022605325.1,NZ_CP093276.1,NZ_CP093278.1
GCF_022605325.1,NZ_CP093276.1,NZ_CP093279.1
GCF_022605345.1,NZ_CP093283.1,NZ_CP093284.1
GCF_022605345.1,NZ_CP093283.1,NZ_CP093285.1
GCF_022605345.1,NZ_CP093283.1,NZ_CP093287.1
GCF_022605345.1,NZ_CP093283.1,NZ_CP093288.1
GCF_022605345.1,NZ_CP093283.1,NZ_CP093286.1
GCF_022625045.1,NZ_CP093535.1,NZ_CP093536.1
GCF_022625045.1,NZ_CP093535.1,NZ_CP093537.1
GCF_022625045.1,NZ_CP093535.1,NZ_CP093538.1
GCF_022630575.1,NZ_CP093291.1,NZ_CP093292.1
GCF_022630575.1,NZ_CP093291.1,NZ_CP093293.1
GCF_022637375.1,NZ_CP093324.1,NZ_CP093325.1
GCF_022637395.1,NZ_CP093337.1,NZ_CP093338.1
GCF_022637395.1,NZ_CP093337.1,NZ_CP093339.1
GCF_022637435.1,NZ_CP093326.1,NZ_CP093327.1
GCF_022637475.1,NZ_CP093328.1,NZ_CP093329.1
GCF_022637475.1,NZ_CP093328.1,NZ_CP093330.1
GCF_022646275.1,NZ_CP059849.1,NZ_CP059850.1
GCF_022646885.1,NZ_CP061868.1,NZ_CP061869.1
GCF_022647025.1,NZ_CP061870.1,NZ_CP061871.1
GCF_022647325.1,NZ_CP071405.1,NZ_CP071406.1
GCF_022647325.1,NZ_CP071405.1,NZ_CP071407.1
GCF_022647325.1,NZ_CP071405.1,NZ_CP071408.1
GCF_022647665.1,NZ_CP071872.1,NZ_CP071873.1
GCF_022647825.1,NZ_CP076471.1,NZ_CP076472.1
GCF_022647825.1,NZ_CP076471.1,NZ_CP076473.1
GCF_022647825.1,NZ_CP076471.1,NZ_CP076474.1
GCF_022647825.1,NZ_CP076471.1,NZ_CP076475.1
GCF_022647825.1,NZ_CP076471.1,NZ_CP076476.1
GCF_022647945.1,NZ_CP076477.1,NZ_CP076478.1
GCF_022647945.1,NZ_CP076477.1,NZ_CP076479.1
GCF_022647945.1,NZ_CP076477.1,NZ_CP076480.1
GCF_022647945.1,NZ_CP076477.1,NZ_CP076481.1
GCF_022647945.1,NZ_CP076477.1,NZ_CP076482.1
GCF_022648125.1,NZ_CP076483.1,NZ_CP076484.1
GCF_022648125.1,NZ_CP076483.1,NZ_CP076485.1
GCF_022648125.1,NZ_CP076483.1,NZ_CP076486.1
GCF_022648125.1,NZ_CP076483.1,NZ_CP076487.1
GCF_022648285.1,NZ_CP076488.1,NZ_CP076489.1
GCF_022648285.1,NZ_CP076488.1,NZ_CP076490.1
GCF_022648285.1,NZ_CP076488.1,NZ_CP076491.1
GCF_022648285.1,NZ_CP076488.1,NZ_CP076492.1
GCF_022648425.1,NZ_CP076493.1,NZ_CP076494.1
GCF_022648425.1,NZ_CP076493.1,NZ_CP076495.1
GCF_022648425.1,NZ_CP076493.1,NZ_CP076496.1
GCF_022648425.1,NZ_CP076493.1,NZ_CP076497.1
GCF_022648595.1,NZ_CP076498.1,NZ_CP076499.1
GCF_022648595.1,NZ_CP076498.1,NZ_CP076500.1
GCF_022648595.1,NZ_CP076498.1,NZ_CP076501.1
GCF_022648595.1,NZ_CP076498.1,NZ_CP076502.1
GCF_022648765.1,NZ_CP080330.1,NZ_CP080331.1
GCF_022648965.1,NZ_CP093376.1,NZ_CP093377.1
GCF_022648965.1,NZ_CP093376.1,NZ_CP093375.1
GCF_022649245.1,NZ_CP093358.1,NZ_CP093359.1
GCF_022655055.1,NZ_CP093384.1,NZ_CP093385.1
GCF_022655485.1,NZ_CP093380.1,NZ_CP093381.1
GCF_022655485.1,NZ_CP093380.1,NZ_CP093383.1
GCF_022655485.1,NZ_CP093380.1,NZ_CP093382.1
GCF_022655645.1,NZ_CP093386.1,NZ_CP093387.1
GCF_022655645.1,NZ_CP093386.1,NZ_CP093388.1
GCF_022655645.1,NZ_CP093386.1,NZ_CP093389.1
GCF_022655705.1,NZ_CP093392.1,NZ_CP093393.1
GCF_022670675.1,NZ_CP093400.1,NZ_CP093401.1
GCF_022670715.1,NZ_CP093403.1,NZ_CP093404.1
GCF_022670735.1,NZ_CP093405.1,NZ_CP093406.1
GCF_022670755.1,NZ_CP093407.1,NZ_CP093410.1
GCF_022670755.1,NZ_CP093407.1,NZ_CP093409.1
GCF_022670755.1,NZ_CP093407.1,NZ_CP093408.1
GCF_022670775.1,NZ_CP093411.1,NZ_CP093412.1
GCF_022670815.1,NZ_CP093413.1,NZ_CP093414.1
GCF_022670815.1,NZ_CP093413.1,NZ_CP093415.1
GCF_022670815.1,NZ_CP093413.1,NZ_CP093416.1
GCF_022670815.1,NZ_CP093413.1,NZ_CP093417.1
GCF_022670815.1,NZ_CP093413.1,NZ_CP093418.1
GCF_022670815.1,NZ_CP093413.1,NZ_CP093419.1
GCF_022670815.1,NZ_CP093413.1,NZ_CP093420.1
GCF_022670815.1,NZ_CP093413.1,NZ_CP093421.1
GCF_022674245.1,NZ_CP080467.1,NZ_CP080468.1
GCF_022682305.1,NZ_CP093528.1,NZ_CP093529.1
GCF_022682305.1,NZ_CP093528.1,NZ_CP093530.1
GCF_022682305.1,NZ_CP093528.1,NZ_CP093531.1
GCF_022682305.1,NZ_CP093528.1,NZ_CP093532.1
GCF_022682305.1,NZ_CP093528.1,NZ_CP093533.1
GCF_022682305.1,NZ_CP093528.1,NZ_CP093534.1
GCF_022691325.1,NZ_CP092556.1,NZ_CP092557.1
GCF_022691345.1,NZ_CP092558.1,NZ_CP092559.1
GCF_022691345.1,NZ_CP092558.1,NZ_CP092560.1
GCF_022691365.1,NZ_CP092561.1,NZ_CP092562.1
GCF_022691385.1,NZ_CP092563.1,NZ_CP092564.1
GCF_022691405.1,NZ_CP092565.1,NZ_CP092566.1
GCF_022691425.1,NZ_CP092567.1,NZ_CP092568.1
GCF_022691445.1,NZ_CP092569.1,NZ_CP092570.1
GCF_022691445.1,NZ_CP092569.1,NZ_CP092571.1
GCF_022691445.1,NZ_CP092569.1,NZ_CP092572.1
GCF_022691445.1,NZ_CP092569.1,NZ_CP092573.1
GCF_022691465.1,NZ_CP092574.1,NZ_CP092575.1
GCF_022691485.1,NZ_CP092576.1,NZ_CP092577.1
GCF_022691485.1,NZ_CP092576.1,NZ_CP092578.1
GCF_022691485.1,NZ_CP092576.1,NZ_CP092579.1
GCF_022691485.1,NZ_CP092576.1,NZ_CP092580.1
GCF_022693165.1,NZ_CP092538.1,NZ_CP092539.1
GCF_022693185.1,NZ_CP092540.1,NZ_CP092541.1
GCF_022693205.1,NZ_CP092542.1,NZ_CP092543.1
GCF_022693225.1,NZ_CP092581.1,NZ_CP092582.1
GCF_022693245.1,NZ_CP092544.1,NZ_CP092545.1
GCF_022693245.1,NZ_CP092544.1,NZ_CP092546.1
GCF_022693265.1,NZ_CP092547.1,NZ_CP092548.1
GCF_022693265.1,NZ_CP092547.1,NZ_CP092549.1
GCF_022693285.1,NZ_CP092550.1,NZ_CP092551.1
GCF_022693305.1,NZ_CP092552.1,NZ_CP092553.1
GCF_022693325.1,NZ_CP092554.1,NZ_CP092555.1
GCF_022693345.1,NZ_CP093539.1,NZ_CP093540.1
GCF_022693345.1,NZ_CP093539.1,NZ_CP093541.1
GCF_022693345.1,NZ_CP093539.1,NZ_CP093542.1
GCF_022693345.1,NZ_CP093539.1,NZ_CP093543.1
GCF_022693345.1,NZ_CP093539.1,NZ_CP093544.1
GCF_022693345.1,NZ_CP093539.1,NZ_CP093545.1
GCF_022695865.1,NZ_CP066839.1,NZ_CP066843.1
GCF_022695865.1,NZ_CP066839.1,NZ_CP066840.1
GCF_022695865.1,NZ_CP066839.1,NZ_CP066841.1
GCF_022695865.1,NZ_CP066839.1,NZ_CP066842.1
GCF_022699225.1,NZ_CP093941.1,NZ_CP093942.1
GCF_022699225.1,NZ_CP093941.1,NZ_CP093943.1
GCF_022699225.1,NZ_CP093941.1,NZ_CP093944.1
GCF_022699225.1,NZ_CP093941.1,NZ_CP093945.1
GCF_022699225.1,NZ_CP093941.1,NZ_CP093946.1
GCF_022699245.1,NZ_CP093930.1,NZ_CP093931.1
GCF_022699245.1,NZ_CP093930.1,NZ_CP093932.1
GCF_022699265.1,NZ_CP093935.1,NZ_CP093936.1
GCF_022699265.1,NZ_CP093935.1,NZ_CP093937.1
GCF_022699285.1,NZ_CP093933.1,NZ_CP093934.1
GCF_022699305.1,NZ_CP093852.1,NZ_CP093853.1
GCF_022699325.1,NZ_CP093856.1,NZ_CP093857.1
GCF_022699345.1,NZ_CP093854.1,NZ_CP093855.1
GCF_022699365.1,NZ_CP093928.1,NZ_CP093929.1
GCF_022699465.1,NZ_CP093919.1,NZ_CP093921.1
GCF_022699465.1,NZ_CP093919.1,NZ_CP093922.1
GCF_022699465.1,NZ_CP093919.1,NZ_CP093923.1
GCF_022699465.1,NZ_CP093919.1,NZ_CP093924.1
GCF_022699465.1,NZ_CP093919.1,NZ_CP093925.1
GCF_022699465.1,NZ_CP093919.1,NZ_CP093920.1
GCF_022699545.1,NZ_CP093953.1,NZ_CP093954.1
GCF_022699545.1,NZ_CP093953.1,NZ_CP093955.1
GCF_022699545.1,NZ_CP093953.1,NZ_CP093956.1
GCF_022699565.1,NZ_CP093947.1,NZ_CP093948.1
GCF_022699565.1,NZ_CP093947.1,NZ_CP093949.1
GCF_022699565.1,NZ_CP093947.1,NZ_CP093950.1
GCF_022699565.1,NZ_CP093947.1,NZ_CP093951.1
GCF_022699565.1,NZ_CP093947.1,NZ_CP093952.1
GCF_022699585.1,NZ_CP093957.1,NZ_CP093958.1
GCF_022699605.1,NZ_CP093968.1,NZ_CP093969.1
GCF_022700635.1,NZ_CP061073.1,NZ_CP061074.1
GCF_022700995.1,NZ_CP063975.1,NZ_CP063976.1
GCF_022700995.1,NZ_CP063975.1,NZ_CP063977.1
GCF_022700995.1,NZ_CP063975.1,NZ_CP063978.1
GCF_022701035.1,NZ_CP065509.1,NZ_CP065510.1
GCF_022701055.1,NZ_CP069203.1,NZ_CP069212.1
GCF_022701055.1,NZ_CP069203.1,NZ_CP069207.1
GCF_022701055.1,NZ_CP069203.1,NZ_CP069211.1
GCF_022701055.1,NZ_CP069203.1,NZ_CP069204.1
GCF_022701055.1,NZ_CP069203.1,NZ_CP069205.1
GCF_022701055.1,NZ_CP069203.1,NZ_CP069206.1
GCF_022701055.1,NZ_CP069203.1,NZ_CP069208.1
GCF_022701055.1,NZ_CP069203.1,NZ_CP069209.1
GCF_022701055.1,NZ_CP069203.1,NZ_CP069210.1
GCF_022701075.1,NZ_CP069365.1,NZ_CP069366.1
GCF_022701075.1,NZ_CP069365.1,NZ_CP069367.1
GCF_022701075.1,NZ_CP069365.1,NZ_CP069368.1
GCF_022701075.1,NZ_CP069365.1,NZ_CP069369.1
GCF_022701095.1,NZ_CP070844.1,NZ_CP070845.1
GCF_022701095.1,NZ_CP070844.1,NZ_CP070846.1
GCF_022701115.1,NZ_CP072988.1,NZ_CP072989.1
GCF_022701315.1,NZ_CP044236.1,NZ_CP044237.1
GCF_022701315.1,NZ_CP044236.1,NZ_CP044238.1
GCF_022701315.1,NZ_CP044236.1,NZ_CP044239.1
GCF_022701315.1,NZ_CP044236.1,NZ_CP044240.1
GCF_022701315.1,NZ_CP044236.1,NZ_CP044241.1
GCF_022701315.1,NZ_CP044236.1,NZ_CP044242.1
GCF_022701315.1,NZ_CP044236.1,NZ_CP044243.1
GCF_022701315.1,NZ_CP044236.1,NZ_CP044244.1
GCF_022749215.1,NZ_CP094227.1,NZ_CP094228.1
GCF_022749455.1,NZ_CP094230.1,NZ_CP094231.1
GCF_022749455.1,NZ_CP094230.1,NZ_CP094232.1
GCF_022749455.1,NZ_CP094230.1,NZ_CP094233.1
GCF_022749455.1,NZ_CP094230.1,NZ_CP094234.1
GCF_022749455.1,NZ_CP094230.1,NZ_CP094235.1
GCF_022749455.1,NZ_CP094230.1,NZ_CP094236.1
GCF_022749595.1,NZ_CP094254.1,NZ_CP094255.1
GCF_022749595.1,NZ_CP094254.1,NZ_CP094256.1
GCF_022749595.1,NZ_CP094254.1,NZ_CP094257.1
GCF_022749635.1,NZ_CP094258.1,NZ_CP094259.1
GCF_022749635.1,NZ_CP094258.1,NZ_CP094260.1
GCF_022749635.1,NZ_CP094258.1,NZ_CP094261.1
GCF_022751235.1,NZ_CP058237.1,NZ_CP058239.1
GCF_022751235.1,NZ_CP058237.1,NZ_CP058238.1
GCF_022751235.1,NZ_CP058237.1,NZ_CP058240.1
GCF_022759505.1,NZ_CP094289.1,NZ_CP094290.1
GCF_022759505.1,NZ_CP094289.1,NZ_CP094291.1
GCF_022759505.1,NZ_CP094289.1,NZ_CP094292.1
GCF_022759525.1,NZ_CP094262.1,NZ_CP094263.1
GCF_022759565.1,NZ_CP094283.1,NZ_CP094284.1
GCF_022759565.1,NZ_CP094283.1,NZ_CP094285.1
GCF_022759565.1,NZ_CP094283.1,NZ_CP094286.1
GCF_022759565.1,NZ_CP094283.1,NZ_CP094287.1
GCF_022759585.1,NZ_CP094272.1,NZ_CP094273.1
GCF_022759585.1,NZ_CP094272.1,NZ_CP094274.1
GCF_022759585.1,NZ_CP094272.1,NZ_CP094275.1
GCF_022759585.1,NZ_CP094272.1,NZ_CP094276.1
GCF_022759585.1,NZ_CP094272.1,NZ_CP094277.1
GCF_022759585.1,NZ_CP094272.1,NZ_CP094278.1
GCF_022759585.1,NZ_CP094272.1,NZ_CP094279.1
GCF_022759605.1,NZ_CP094280.1,NZ_CP094281.1
GCF_022759605.1,NZ_CP094280.1,NZ_CP094282.1
GCF_022759625.1,NZ_CP086464.1,NZ_CP086465.1
GCF_022759625.1,NZ_CP086464.1,NZ_CP086466.1
GCF_022759645.1,NZ_CP086461.1,NZ_CP086462.1
GCF_022759645.1,NZ_CP086461.1,NZ_CP086463.1
GCF_022759665.1,NZ_CP086458.1,NZ_CP086459.1
GCF_022759665.1,NZ_CP086458.1,NZ_CP086460.1
GCF_022759685.1,NZ_CP086455.1,NZ_CP086456.1
GCF_022759685.1,NZ_CP086455.1,NZ_CP086457.1
GCF_022759705.1,NZ_CP086467.1,NZ_CP086468.1
GCF_022759705.1,NZ_CP086467.1,NZ_CP086469.1
GCF_022759725.1,NZ_CP086500.1,NZ_CP086501.1
GCF_022759725.1,NZ_CP086500.1,NZ_CP086502.1
GCF_022759725.1,NZ_CP086500.1,NZ_CP086503.1
GCF_022759725.1,NZ_CP086500.1,NZ_CP086504.1
GCF_022759725.1,NZ_CP086500.1,NZ_CP086505.1
GCF_022759725.1,NZ_CP086500.1,NZ_CP086506.1
GCF_022759725.1,NZ_CP086500.1,NZ_CP086507.1
GCF_022759725.1,NZ_CP086500.1,NZ_CP086508.1
GCF_022759725.1,NZ_CP086500.1,NZ_CP086509.1
GCF_022759745.1,NZ_CP086490.1,NZ_CP086491.1
GCF_022759745.1,NZ_CP086490.1,NZ_CP086492.1
GCF_022759745.1,NZ_CP086490.1,NZ_CP086493.1
GCF_022759745.1,NZ_CP086490.1,NZ_CP086494.1
GCF_022759745.1,NZ_CP086490.1,NZ_CP086495.1
GCF_022759745.1,NZ_CP086490.1,NZ_CP086496.1
GCF_022759745.1,NZ_CP086490.1,NZ_CP086497.1
GCF_022759745.1,NZ_CP086490.1,NZ_CP086498.1
GCF_022759745.1,NZ_CP086490.1,NZ_CP086499.1
GCF_022759765.1,NZ_CP086480.1,NZ_CP086481.1
GCF_022759765.1,NZ_CP086480.1,NZ_CP086482.1
GCF_022759765.1,NZ_CP086480.1,NZ_CP086483.1
GCF_022759765.1,NZ_CP086480.1,NZ_CP086484.1
GCF_022759765.1,NZ_CP086480.1,NZ_CP086485.1
GCF_022759765.1,NZ_CP086480.1,NZ_CP086486.1
GCF_022759765.1,NZ_CP086480.1,NZ_CP086487.1
GCF_022759765.1,NZ_CP086480.1,NZ_CP086488.1
GCF_022759765.1,NZ_CP086480.1,NZ_CP086489.1
GCF_022759785.1,NZ_CP086470.1,NZ_CP086471.1
GCF_022759785.1,NZ_CP086470.1,NZ_CP086472.1
GCF_022759785.1,NZ_CP086470.1,NZ_CP086473.1
GCF_022759785.1,NZ_CP086470.1,NZ_CP086474.1
GCF_022759785.1,NZ_CP086470.1,NZ_CP086475.1
GCF_022759785.1,NZ_CP086470.1,NZ_CP086476.1
GCF_022759785.1,NZ_CP086470.1,NZ_CP086477.1
GCF_022759785.1,NZ_CP086470.1,NZ_CP086478.1
GCF_022759785.1,NZ_CP086470.1,NZ_CP086479.1
GCF_022759805.1,NZ_CP086510.1,NZ_CP086511.1
GCF_022759805.1,NZ_CP086510.1,NZ_CP086512.1
GCF_022759805.1,NZ_CP086510.1,NZ_CP086513.1
GCF_022759805.1,NZ_CP086510.1,NZ_CP086514.1
GCF_022759805.1,NZ_CP086510.1,NZ_CP086515.1
GCF_022759805.1,NZ_CP086510.1,NZ_CP086516.1
GCF_022759805.1,NZ_CP086510.1,NZ_CP086517.1
GCF_022759805.1,NZ_CP086510.1,NZ_CP086518.1
GCF_022759805.1,NZ_CP086510.1,NZ_CP086519.1
GCF_022759825.1,NZ_CP086538.1,NZ_CP086539.1
GCF_022759825.1,NZ_CP086538.1,NZ_CP086540.1
GCF_022759825.1,NZ_CP086538.1,NZ_CP086541.1
GCF_022759825.1,NZ_CP086538.1,NZ_CP086542.1
GCF_022759825.1,NZ_CP086538.1,NZ_CP086543.1
GCF_022759845.1,NZ_CP086532.1,NZ_CP086533.1
GCF_022759845.1,NZ_CP086532.1,NZ_CP086534.1
GCF_022759845.1,NZ_CP086532.1,NZ_CP086535.1
GCF_022759845.1,NZ_CP086532.1,NZ_CP086536.1
GCF_022759845.1,NZ_CP086532.1,NZ_CP086537.1
GCF_022759865.1,NZ_CP086526.1,NZ_CP086527.1
GCF_022759865.1,NZ_CP086526.1,NZ_CP086528.1
GCF_022759865.1,NZ_CP086526.1,NZ_CP086529.1
GCF_022759865.1,NZ_CP086526.1,NZ_CP086530.1
