Chromosome,Chr_Size_bp,Chr_GC_count,Chr_%GC,Chr_AT_count,Chr_%AT
NZ_CP047054.1,3321579,2414511,72.69166260986115,907068,27.30833739013885
NZ_AP021844.1,3770003,2466540,65.42541212831927,1303463,34.574587871680734
NZ_AP022494.1,4981812,2583484,51.858319824192485,2398328,48.14168017580752
NZ_AP024685.1,1967462,824005,41.88162211010937,1143457,58.11837788989063
NZ_CP058057.1,4727820,2370386,50.136976450034055,2357434,49.863023549965945
NZ_CP066598.1,2811636,1069562,38.04055717027382,1742074,61.95944282972618
NZ_CP035694.1,1612406,821291,50.93574447130561,791115,49.06425552869439
NZ_AP022298.1,5121071,2592527,50.624703309132016,2528544,49.375296690867984
NZ_LR890474.1,5300439,3041687,57.38556749733371,2258752,42.61443250266629
NZ_CP055174.1,5381612,3081262,57.255372553799866,2300350,42.74462744620013
NZ_AP018385.1,2216138,1161372,52.4052202525294,1054766,47.5947797474706
NZ_CP054278.1,4995557,2588713,51.82030752526696,2406844,48.179692474733045
NZ_CP037928.1,5389402,3093106,57.39237859784815,2296296,42.60762140215185
NZ_CP052757.1,4631595,3427373,73.9998423869099,1204222,26.000157613090096
NZ_CP066047.1,4677108,2440112,52.171384539334994,2236996,47.828615460665006
NZ_CP018830.1,2802604,1066596,38.057320977205485,1736008,61.94267902279452
NZ_CP023569.1,4833651,2679417,55.43257053519172,2154234,44.56742946480828
NZ_CP013686.1,3957628,1115851,28.19494404223944,2841777,71.80505595776056
NZ_CP043431.1,1451607,514778,35.462628659134324,936829,64.53737134086568
NZ_CP028555.2,5508219,3169987,57.55012645648257,2338232,42.44987354351743
NZ_CP055315.1,5847876,3250497,55.5842326342077,2597379,44.4157673657923
NZ_CP064661.1,4835607,2514604,52.00182727835409,2321003,47.99817272164591
NZ_AP025156.1,2489259,1085005,43.587469202682406,1404254,56.4125307973176
NZ_CP080146.1,4944641,2504558,50.65196846444464,2440083,49.34803153555536
NZ_CP009764.1,3826396,2553894,66.74411116883877,1272502,33.25588883116123
NZ_CP092258.1,4740845,2471524,52.1325628659026,2269321,47.8674371340974
NZ_CP068211.1,6895608,4654812,67.5040112488993,2240796,32.4959887511007
NZ_CP016612.1,3873214,2585891,66.76344245373481,1287323,33.23655754626519
NZ_CP082874.1,1742654,544951,31.27132523151469,1197703,68.7286747684853
NZ_CP019437.1,3910681,2503625,64.02017960554696,1407056,35.97982039445304
NZ_CP065632.1,3320059,943449,28.416633559825293,2376610,71.5833664401747
NZ_CP046052.1,4551947,2872396,63.102580060795965,1679551,36.89741993920404
NZ_CP090748.1,2288622,1545456,67.5277962022562,743166,32.4722037977438
NZ_LR890508.1,4783018,2426448,50.73048021144808,2356570,49.26951978855192
NZ_CP049206.1,2967242,1712076,57.69923720411075,1255166,42.30076279588925
NZ_CP043845.1,2504425,804615,32.12773391097757,1699810,67.87226608902243
NZ_CP051222.1,4834675,2449203,50.65910324892573,2385472,49.34089675107427
NZ_CP012396.1,4680751,2442314,52.17782360138362,2238437,47.82217639861638
NZ_CP071988.1,2439283,786376,32.237997805092725,1652907,67.76200219490727
NZ_AP022254.1,4507652,2779004,61.65081066595203,1728648,38.34918933404797
NZ_CP042977.1,5127934,2959469,57.71269677027824,2168465,42.28730322972176
NZ_CP039176.1,3194906,1269079,39.72195113095659,1925827,60.27804886904341
NZ_CP050826.1,5204371,2992090,57.491865971891706,2212281,42.50813402810829
NZ_CP054363.1,5200581,2645469,50.868720244911096,2555112,49.1312797550889
NZ_CP024859.1,4839565,2459183,50.814133088407736,2380382,49.18586691159226
NZ_CP066232.1,3995262,1560636,39.06216913934556,2434626,60.93783086065445
NZ_CP017308.1,5035984,3279825,65.1277883329256,1756159,34.8722116670744
NZ_LR130545.1,5147585,2615215,50.804697736899925,2532370,49.19530226310008
NZ_AP023000.1,5358892,1893831,35.339973263129764,3465061,64.66002673687024
NZ_CP071846.1,1539039,684729,44.49068542122714,854310,55.50931457877286
NZ_LR215044.1,712140,188306,26.4422725868509,523834,73.5577274131491
NZ_CP090504.1,2606436,1352632,51.89584551471818,1253804,48.10415448528182
NZ_CP031750.1,3014714,2068674,68.6192454740317,946040,31.3807545259683
NZ_CP039491.1,4726555,2469587,52.249196296245366,2256968,47.75080370375464
NZ_CP014985.1,3055892,1415865,46.33229839274425,1640027,53.66770160725575
NZ_CP075585.1,1492183,527424,35.34579873916269,964759,64.65420126083731
NZ_CP022755.1,3745577,2504015,66.85258372742037,1241562,33.14741627257963
NZ_CP068792.1,412138,274677,66.64685129738098,137461,33.35314870261902
NZ_CP032446.1,4844133,2527695,52.18054500155136,2316438,47.81945499844864
NZ_AP024262.1,5644564,3831441,67.87842249640539,1813123,32.12157750359461
NZ_CP062255.2,5174971,3354779,64.82701062479384,1820192,35.17298937520616
NZ_CP056907.1,5384013,2800300,52.01139001707463,2583713,47.988609982925375
NZ_CP054368.1,4902569,2484555,50.678633997808085,2418014,49.32136600219192
NZ_CP028343.1,1818054,826239,45.44633987769341,991815,54.5536601223066
NZ_CP086020.1,1887056,695459,36.85417920824819,1191597,63.14582079175181
NZ_CP035934.2,3427709,1383738,40.36917953070112,2043971,59.63082046929888
NZ_CP029231.1,4162966,2608973,62.67101388769449,1553993,37.32898611230551
NZ_CP024138.1,4914884,2497062,50.8061227894697,2417822,49.193877210530296
NZ_CP041348.1,3527401,2194349,62.20866297877672,1333052,37.79133702122328
NZ_CP095271.1,5169503,2617091,50.62558238190402,2552412,49.374417618095976
NZ_LN832559.1,3108335,2089824,67.23290764991548,1018511,32.767092350084525
NZ_CP093405.1,4929834,2565332,52.03688400055661,2364502,47.96311599944339
NZ_CP037429.1,3184808,1422496,44.66504731211426,1762312,55.33495268788574
NZ_CP090689.1,3465544,2321110,66.9767863284956,1144434,33.023213671504394
NZ_CP050091.1,5201148,3170932,60.9660021210702,2030216,39.0339978789298
NZ_CP054434.1,2569353,851836,33.153716130091894,1717517,66.8462838699081
NZ_CP051346.1,4763422,2484713,52.16235303107724,2278709,47.83764696892276
NZ_CP041230.1,6499434,2721994,41.880477592356506,3777440,58.11952240764349
NZ_CP032918.1,2095493,1226977,58.55314238701824,868516,41.446857612981766
NZ_CP027548.1,5303935,2683767,50.59954543183504,2620168,49.40045456816496
NZ_LR890571.1,5228889,3011305,57.58976715703852,2217584,42.41023284296148
NZ_CP077770.1,3822719,1592027,41.646456357372855,2230692,58.353543642627145
NZ_CP020470.1,3548948,2363940,66.60959811189119,1185008,33.39040188810881
NZ_CP065258.1,6864099,4989951,72.69637282329407,1874148,27.30362717670593
NZ_CP086259.1,5268110,2668554,50.65486483767423,2599556,49.34513516232577
NZ_OU342706.1,5351626,3074106,57.442467018435146,2277520,42.55753298156485
NZ_CP039097.1,3195023,1269128,39.72203017004885,1925895,60.27796982995115
NZ_CP060953.1,5045517,2553932,50.61784550522771,2491585,49.38215449477229
NZ_CP047107.1,5227452,1849331,35.37729279962781,3378121,64.62270720037219
NZ_CP083857.1,4613950,2543126,55.11819590589408,2070824,44.88180409410592
NZ_CP043187.1,4656750,2364434,50.77433832608579,2292316,49.22566167391421
NZ_CP072216.1,6425332,2701055,42.03759432197433,3724277,57.96240567802567
NZ_LR890500.1,5509882,3150269,57.17489049674748,2359613,42.82510950325252
NZ_LR778301.1,4168563,2588537,62.0966265833094,1580026,37.9033734166906
NZ_CP098784.1,2030179,763569,37.61092002232316,1266610,62.38907997767684
NZ_AP017620.1,5042704,2541202,50.39363801642928,2501502,49.60636198357072
NZ_AP025029.1,274191,112235,40.93314514334898,161956,59.06685485665102
NZ_CP035846.1,4872115,2473909,50.77690079154536,2398206,49.22309920845464
NZ_CP088247.1,5389100,3699008,68.6386966283795,1690092,31.36130337162049
NZ_CP021654.1,4811606,2810697,58.414945030827546,2000909,41.58505496917245
NZ_CP056148.1,4844952,2704537,55.82175014324187,2140415,44.17824985675813
NZ_CP082796.1,5319600,3060832,57.53876231295586,2258768,42.46123768704414
NZ_CP045704.1,6848830,5028352,73.41913874340581,1820478,26.58086125659419
NZ_CP024905.1,3862683,2407126,62.31746172284912,1455557,37.68253827715088
NZ_CP044316.1,2856007,1084788,37.982680014439744,1771219,62.017319985560256
NZ_CP045753.1,4726706,2469676,52.24941005427458,2257030,47.750589945725416
NZ_AP022465.1,4981445,2776255,55.73192115942262,2205190,44.26807884057738
NZ_CP057323.1,5062205,2623644,51.82808677246378,2438561,48.17191322753622
NZ_CP086556.1,4832578,2454126,50.78295684001375,2378452,49.21704315998625
NZ_CP035202.1,5300315,3046811,57.48358352286609,2253504,42.51641647713391
NZ_CP054285.1,5266171,3029842,57.53406032580408,2236329,42.46593967419592
NZ_CP029940.1,4786487,2491264,52.04785889943919,2295223,47.95214110056081
NZ_CP092452.1,4626473,2354954,50.9017128166532,2271519,49.0982871833468
NZ_CP067417.1,4923283,2982842,60.5864420144038,1940441,39.4135579855962
NZ_CP073715.1,4667486,2440551,52.288341089828656,2226935,47.711658910171344
NZ_CP096759.1,4055260,1585820,39.10526082174756,2469440,60.89473917825244
NZ_CP043205.1,4615343,2342674,50.75839433818895,2272669,49.24160566181105
NZ_CP062122.1,7177635,4801152,66.89044511179517,2376483,33.109554888204826
NZ_AP023269.1,1156266,665787,57.58078158486023,490479,42.41921841513977
NZ_CP038663.1,2644543,1774037,67.08293266549268,870506,32.91706733450732
NZ_CP053985.1,7085906,4682380,66.08018791104483,2403526,33.91981208895517
NZ_CP048899.1,2217337,1162167,52.41273653937133,1055170,47.58726346062867
NZ_CP033969.1,3633789,2445248,67.29196439308942,1188541,32.708035606910585
NZ_CP062322.1,2779850,914060,32.88163030379337,1865790,67.11836969620663
NZ_CP041198.1,4403796,2911874,66.12190937091546,1491922,33.87809062908454
NZ_CP045963.1,6180270,4175798,67.5665949869504,2004472,32.433405013049594
NZ_CP087272.1,5436561,3114743,57.29252371122112,2321818,42.70747628877888
NZ_CP077826.1,3980750,1556013,39.08843810839666,2424737,60.91156189160334
NZ_CP074580.1,5189354,2987430,57.56843722744681,2201924,42.43156277255319
NZ_AP025268.1,5227764,3594117,68.75055951263293,1633647,31.249440487367067
NZ_CP047344.1,4310124,1636222,37.962295284312006,2673902,62.037704715688
NZ_CP083888.1,4840195,2455601,50.7335138357029,2384594,49.2664861642971
NZ_AP025879.1,5021849,2780329,55.36464756307886,2241520,44.63535243692114
NZ_AP022621.1,5035393,3233634,64.21810571687254,1801759,35.78189428312746
NZ_CP073855.1,2712771,866471,31.940440236201287,1846300,68.05955976379872
NZ_AP024087.1,4072236,1875792,46.06294920039016,2196444,53.93705079960984
NZ_LR735421.1,2480158,796964,32.13359794013123,1683194,67.86640205986876
NZ_CP040818.1,4039866,2829687,70.04408067000242,1210179,29.955919329997585
NZ_CP019450.1,4085301,2355461,57.65697558148102,1729840,42.34302441851898
NZ_CP065527.1,2871783,1099874,38.299342255316645,1771909,61.70065774468336
NZ_CP057104.1,4737856,2369866,50.019797984573614,2367990,49.98020201542639
NZ_CP027766.1,5489451,2779646,50.63613829506812,2709805,49.36386170493188
NZ_LR890254.1,5511203,3151037,57.17512129384456,2360166,42.824878706155445
NZ_CP088280.1,10427939,6597741,63.26984651521264,3830198,36.73015348478736
NZ_CP068035.1,5179383,2620136,50.58780167444655,2559247,49.41219832555345
NZ_CP077670.1,4690166,2445873,52.14896445029878,2244293,47.85103554970122
NZ_CP077843.1,3987206,1556293,39.032169393806086,2430913,60.96783060619392
NZ_CP087959.1,1928547,670220,34.75258834760055,1258327,65.24741165239945
NZ_CP092362.1,5965861,3973007,66.59570177716175,1992854,33.40429822283825
NZ_CP087146.1,5474051,3139185,57.34665241518576,2334866,42.65334758481424
NZ_CP081946.1,7219595,4246466,58.81861794186516,2973129,41.18138205813484
NZ_CP050432.1,3886190,1516187,39.01474194519568,2370003,60.98525805480432
NZ_CP058729.1,3812291,1487826,39.02708371422853,2324465,60.97291628577147
NZ_CP019563.1,2809136,923540,32.876300755819585,1885596,67.12369924418041
NZ_CP052120.1,3984237,2658102,66.71545894483687,1326135,33.28454105516313
NZ_CP060465.1,5208945,3371628,64.72765598408122,1837317,35.272344015918776
NZ_CP089966.1,880743,595995,67.6695698972345,284748,32.330430102765504
NZ_CP072468.1,5416363,3149267,58.14357346433391,2267096,41.85642653566609
NZ_CP029846.1,4801146,2500032,52.071567913160735,2301114,47.92843208683927
NZ_CP061498.1,3537072,2244335,63.45177593218346,1292737,36.54822406781654
NZ_AP023453.1,5397394,3097816,57.39466120131308,2299578,42.60533879868692
NZ_CP051413.1,5002914,2602662,52.02292104161695,2400252,47.97707895838305
NZ_CP025781.1,4441511,2108941,47.48251214507856,2332570,52.51748785492144
NZ_CP072322.1,4830935,2456038,50.83980637288641,2374897,49.16019362711359
NZ_AP022069.1,5289055,2678515,50.64260061579999,2610540,49.357399384200015
NZ_CP017475.1,4918273,2706784,55.035253228114826,2211489,44.96474677188517
NZ_CP045847.1,6748580,4904425,72.67343648589777,1844155,27.32656351410224
NZ_CP031716.1,3851088,1473630,38.26529022447682,2377458,61.73470977552318
NZ_CP047571.1,4561168,2321569,50.8985637012274,2239599,49.1014362987726
NZ_CP082290.1,5155767,2960856,57.42804125942852,2194911,42.57195874057148
NZ_CP026780.1,4382743,2247360,51.27747622892787,2135383,48.72252377107213
NZ_CP047323.1,4870266,2542108,52.19649193699071,2328158,47.80350806300929
NZ_AP022903.1,5367909,1895765,35.316638191891855,3472144,64.68336180810815
NZ_CP024923.1,4882990,3207660,65.69048881935043,1675330,34.309511180649565
NZ_CP090305.1,4481742,2284985,50.98430476363878,2196757,49.01569523636122
NZ_CP017436.1,5408208,2732212,50.519728531151166,2675996,49.480271468848834
NZ_CP087156.1,5850048,3459426,59.13500196921461,2390622,40.86499803078539
NZ_CP056830.1,5345158,3066773,57.37478667609077,2278385,42.62521332390923
NZ_CP085874.1,6154192,3209223,52.14694309179824,2944969,47.85305690820176
NZ_CP026473.1,4840855,2448136,50.57238855532752,2392719,49.42761144467248
NZ_CP086919.1,3850686,2380110,61.81002553830668,1470576,38.18997446169332
NZ_CP065681.1,3300922,936836,28.381040206342348,2364086,71.61895979365765
NZ_CP053289.1,5328644,1884523,35.36590171908651,3444121,64.63409828091349
NZ_CP034673.1,1172081,516461,44.06359287455389,655620,55.93640712544611
NZ_CP028166.1,4815114,2444376,50.76465479321985,2370738,49.23534520678015
NZ_CP017082.1,4090879,1598384,39.07189628439267,2492495,60.92810371560733
NZ_CP077928.1,2754404,907956,32.963791803961946,1846448,67.03620819603805
NZ_CP085696.1,4862752,2534943,52.1298022189904,2327809,47.8701977810096
NZ_CP044186.1,4963375,2594329,52.269453748709296,2369046,47.730546251290704
NZ_CP086111.1,6098631,4133032,67.76983227875239,1965599,32.23016772124761
NZ_CP072988.1,4664501,3164658,67.84558519764494,1499843,32.15441480235506
NZ_CP034668.1,4110095,1570149,38.2022556656233,2539946,61.7977443343767
NZ_CP053860.1,3311236,2405932,72.65963525402599,905304,27.34036474597401
NZ_CP027319.1,4717123,2398163,50.83952655039947,2318960,49.16047344960053
NZ_CP041362.1,4722748,2519843,53.3554405189521,2202905,46.6445594810479
NZ_CP080155.1,5194034,2630411,50.64292994616516,2563623,49.35707005383484
NZ_CP026106.1,3269803,2031114,62.11732021776236,1238689,37.882679782237645
NZ_CP015512.1,3260504,1520276,46.62702453363038,1740228,53.37297546636962
NZ_CP086326.1,2945765,1376818,46.73889465045583,1568947,53.261105349544174
NZ_CP092647.1,5005213,2523901,50.42544642955255,2481312,49.57455357044745
NZ_CP041687.1,2973614,1048437,35.25800591468832,1925177,64.74199408531169
NZ_CP071220.1,5117320,3059772,59.79246949575168,2057548,40.20753050424832
NZ_CP039903.1,3053646,1806157,59.14755672399486,1247489,40.85244327600514
NZ_CP090622.1,5331908,3059235,57.375989983323045,2272673,42.62401001667696
NZ_CP047283.1,5258548,3047149,57.94658525509323,2211399,42.05341474490677
NZ_CP022263.1,5446452,3519726,64.62419938705051,1926726,35.37580061294949
NZ_CP091897.1,2894791,1083465,37.42809066354013,1811326,62.57190933645987
NZ_CP047405.1,4922872,2495575,50.69347730349276,2427297,49.30652269650725
NZ_CP013185.1,5189944,2632431,50.72176115965799,2557513,49.27823884034201
NZ_CP091201.1,2735562,1010243,36.92999829651092,1725319,63.07000170348908
NZ_CP033815.1,1899746,732852,38.57631493894447,1166894,61.42368506105553
NZ_CP020373.1,4808629,2638814,54.87663947457789,2169815,45.12336052542211
NZ_CP041754.1,5936802,3443730,58.00648227783241,2493072,41.99351772216759
NZ_CP073824.1,2712680,866422,31.93970538360588,1846258,68.06029461639412
NZ_CP035123.1,4782653,2421159,50.62376467621632,2361494,49.37623532378368
NZ_CP071626.1,5330343,3249366,60.95979189331718,2080977,39.04020810668282
NZ_CP018847.1,5158276,3343641,64.82090140194127,1814635,35.17909859805873
NZ_CP065034.1,5088943,2930953,57.59453387471622,2157990,42.40546612528378
NZ_CP022611.1,5356693,3078012,57.4610491958378,2278681,42.5389508041622
NZ_CP094280.1,5146019,2815362,54.7095142866748,2330657,45.2904857133252
NZ_CP069166.1,4875539,2545532,52.21026844416586,2330007,47.78973155583414
NZ_CP026762.1,4575797,2347674,51.306340731461646,2228123,48.693659268538354
NZ_CP042823.1,6215463,4292679,69.06450895130419,1922784,30.93549104869581
NZ_CP016318.1,4293048,1248482,29.08148243392573,3044566,70.91851756607427
NZ_CP018176.1,2422912,848129,35.004531737017274,1574783,64.99546826298273
NZ_CP049188.1,4782705,2643275,55.26736438898071,2139430,44.73263561101929
NZ_CP062871.1,4987664,2529868,50.72250255831187,2457796,49.27749744168813
NZ_CP058223.1,4962702,2517344,50.7252702257762,2445358,49.2747297742238
NZ_CP047160.1,5521444,3162156,57.2704531640636,2359288,42.7295468359364
NZ_CP074425.1,4679426,2441575,52.17680544579613,2237851,47.82319455420387
NZ_CP047531.1,4892507,2548713,52.09421263985928,2343794,47.90578736014072
NZ_CP035768.1,5419044,2749014,50.72876322834803,2670030,49.27123677165197
NZ_CP082988.1,5368754,3082348,57.41272555978538,2286406,42.58727444021462
NZ_CP060938.1,4798689,2437833,50.80206281340591,2360856,49.19793718659409
NZ_CP034713.1,4650494,2432094,52.29754086340075,2218400,47.70245913659925
NZ_AP025160.1,3205477,1876702,58.54673111053363,1328775,41.45326888946637
NZ_CP033970.1,1897729,1307006,68.87210976909769,590723,31.12789023090231
NZ_OW969875.1,5176111,2677685,51.73159926438981,2498426,48.26840073561019
NZ_CP068576.1,2862845,950349,33.19596415453858,1912496,66.80403584546141
NZ_CP031849.1,5180019,2975940,57.45036842528956,2204079,42.54963157471044
NZ_CP038980.1,360746,239782,66.46837386970334,120964,33.53162613029666
NZ_CP043362.1,5168293,2978435,57.62898891374773,2189858,42.37101108625227
NZ_CP068572.1,5295954,3043969,57.4772552782747,2251985,42.5227447217253
NZ_CP030053.1,7158886,4578589,63.95672455183669,2580297,36.04327544816331
NZ_CP014368.1,2919706,957187,32.78367753465589,1962519,67.21632246534412
NZ_CP076605.1,5468608,3047742,55.73158653902419,2420866,44.26841346097581
NZ_CP047876.1,4775730,2426755,50.81432576799777,2348975,49.18567423200223
NZ_CP028251.1,1988249,750948,37.76931360206896,1237301,62.230686397931045
NZ_CP076235.1,5415130,2734654,50.50024653147754,2680476,49.49975346852246
NZ_CP074710.1,3929655,1530528,38.9481519370021,2399127,61.0518480629979
NZ_CP072108.1,6290587,3930675,62.48502723195784,2359912,37.51497276804216
NZ_CP077635.1,1808863,547737,30.280734361861565,1261126,69.71926563813844
NZ_CP041092.1,5215652,3001165,57.54151158857992,2214487,42.458488411420085
NZ_AP024769.1,5285504,3041235,57.53916750417746,2244269,42.46083249582254
NZ_CP077411.1,4701715,2618501,55.69246540889867,2083214,44.30753459110133
NZ_CP047677.1,5382236,3096478,57.53144232248456,2285758,42.46855767751544
NZ_CP034086.1,3642720,2288476,62.8232749154478,1354244,37.1767250845522
NZ_AP024251.1,5332910,3633444,68.13248301583938,1699466,31.867516984160616
NZ_CP097688.1,5552252,3182363,57.31661675298599,2369889,42.68338324701401
NZ_CP033835.1,7119105,4689081,65.86615873765031,2430024,34.13384126234969
NZ_CP090508.1,2611521,1355386,51.900252764576656,1256135,48.099747235423344
NZ_CP030244.1,3255555,1451540,44.58656050965197,1804015,55.41343949034803
NZ_CP026929.2,4803482,2443742,50.874386538765,2359740,49.125613461235
NZ_CP018789.1,1634523,559359,34.221543532883906,1075164,65.77845646711609
NZ_CP047349.1,3944857,1508211,38.23233643196699,2436646,61.76766356803301
NZ_CP030323.1,2790267,916952,32.86251817478399,1873315,67.13748182521601
NZ_CP030005.1,4725468,2473275,52.33926036532255,2252193,47.660739634677455
NZ_CP035383.1,5463931,3138991,57.44931625234653,2324940,42.55068374765347
NZ_CP086254.1,4070666,2922808,71.80171500191861,1147858,28.19828499808139
NZ_CP063328.1,4915323,3156441,64.21634956644762,1758882,35.78365043355238
NZ_CP097004.1,2711817,1020516,37.63218535764028,1691301,62.36781464235972
NZ_CP022470.1,1659694,507183,30.558825904052192,1152511,69.44117409594782
NZ_CP084263.1,675748,430078,63.64473146794367,245670,36.35526853205633
NZ_CP018121.1,4794148,2436847,50.829615606360086,2357301,49.17038439363992
NZ_LT592153.1,2229351,1167699,52.37842762310645,1061652,47.621572376893546
NZ_CP038898.1,3198778,1270916,39.731297389190495,1927862,60.26870261080951
NZ_CP041639.1,5247824,3020775,57.56242968514188,2227049,42.43757031485812
NZ_LR881940.1,4658204,2367540,50.82516781145695,2290664,49.17483218854305
NZ_LR822023.1,2026456,786480,38.81061320847825,1239976,61.18938679152175
NZ_CP087090.1,3850688,2380098,61.80968180231689,1470590,38.19031819768311
NZ_CP061842.1,5098464,2940733,57.67880287082541,2157731,42.32119712917459
NZ_CP031839.1,2839540,933515,32.875571395366855,1906025,67.12442860463315
NZ_CP045789.1,1759224,536624,30.50344924807756,1222600,69.49655075192244
NZ_CP042556.1,3806017,1488772,39.1162729961532,2317245,60.8837270038468
NZ_CP062471.1,2846786,934646,32.83162134421063,1912140,67.16837865578937
NZ_CP032359.1,3268766,1457145,44.57783151195283,1811621,55.42216848804717
NZ_CP034181.1,5067231,3249656,64.13080437817025,1817575,35.869195621829746
NZ_CP080091.1,4680320,2442064,52.17728702310953,2238256,47.82271297689047
NZ_CP075912.1,3358810,955317,28.44212682467898,2403493,71.55787317532102
NZ_CP017442.1,5404558,2730211,50.516823022345214,2674347,49.48317697765479
NZ_CP092454.1,4033914,1567649,38.86173577324653,2466265,61.13826422675347
NZ_CP047639.1,4293243,1638943,38.1749414137518,2654300,61.82505858624821
NZ_LR890691.1,5181281,2983010,57.57282803229549,2198271,42.42717196770451
NZ_CP066831.1,11027222,7741691,70.20527019407064,3285531,29.794729805929364
NZ_AP022302.1,3932227,1531667,38.951642415353945,2400560,61.048357584646055
NZ_CP069080.1,6259530,3865048,61.74661675876623,2394482,38.25338324123377
NZ_CP055412.1,5868667,3262445,55.59090335164697,2606222,44.40909664835303
NZ_CP070134.1,5211013,2638943,50.64165067329519,2572070,49.35834932670481
NZ_CP051206.1,5151752,1964869,38.13982117151602,3186883,61.86017882848398
NZ_CP028478.1,5231806,3011785,57.56683256221657,2220021,42.43316743778343
NZ_CP027194.1,2449069,1060384,43.2974326162309,1388685,56.7025673837691
NZ_LR881934.1,5233206,2694005,51.47905509548067,2539201,48.52094490451933
NZ_CP042867.1,4682572,2377664,50.77688073990106,2304908,49.22311926009894
NZ_AP014921.1,2808921,920755,32.77966877672957,1888166,67.22033122327042
NZ_CP080251.1,2786875,915895,32.86458847275174,1870980,67.13541152724827
NZ_CP051688.1,5329017,2691357,50.50381712049333,2637660,49.49618287950667
NZ_CP026544.1,6543877,4174501,63.79247348322715,2369376,36.20752651677285
NZ_CP076141.1,5229955,1850371,35.38024705757506,3379584,64.61975294242494
NZ_CP045063.1,4930420,2571547,52.15675338003659,2358873,47.84324661996341
NZ_CP043414.1,5133009,2588101,50.42073762192897,2544908,49.57926237807103
NZ_CP013463.1,3531036,2385392,67.55501784745327,1145644,32.44498215254673
NZ_CP017319.1,5133109,3340046,65.06867475442272,1793063,34.931325245577284
NZ_CP075953.1,3264340,927806,28.42246824779281,2336534,71.5775317522072
NZ_CP073827.1,2713511,866683,31.93954253364,1846828,68.06045746636
NZ_CP081677.1,4992325,2528210,50.64193537079417,2464115,49.35806462920583
NZ_CP027219.1,5500189,2790735,50.738892790775004,2709454,49.261107209225
NZ_CP088022.1,8740742,5587061,63.919756469187625,3153681,36.080243530812375
NZ_CP026746.1,6320090,4316388,68.29630590703613,2003702,31.70369409296387
NZ_CP025420.1,2128740,759258,35.66701429014346,1369482,64.33298570985653
NZ_CP052090.1,3669421,2456899,66.95604020361796,1212522,33.04395979638204
NZ_CP019250.1,4886145,2478182,50.71855215103113,2407963,49.28144784896887
NZ_CP063476.1,4926180,2490189,50.55010170152126,2435991,49.44989829847874
NZ_CP065960.1,2766899,903779,32.663967857157054,1863120,67.33603214284295
NZ_LR890353.1,5260432,3025252,57.509573358233695,2235180,42.49042664176631
NZ_CP070445.1,5348709,3062882,57.26394911370202,2285827,42.73605088629798
NZ_CP091099.1,4100605,2274295,55.46242566645653,1826310,44.53757433354347
NZ_CP022718.1,2730989,897755,32.8728896381494,1833234,67.1271103618506
NZ_CP083047.1,5442819,3122814,57.3749375094046,2320005,42.62506249059541
NZ_CP058859.1,5242719,3037314,57.93394610697236,2205405,42.06605389302764
NZ_LR890583.1,5267448,3031538,57.552309961104505,2235910,42.447690038895495
NZ_LN999833.1,834734,368659,44.16484772394559,466075,55.83515227605441
NZ_CP039167.1,2866643,943290,32.90573677991993,1923353,67.09426322008008
NZ_CP024458.1,5267491,3030004,57.52271812139784,2237487,42.47728187860216
NZ_CP013854.1,6186048,4570797,73.88880590645272,1615251,26.111194093547283
NZ_CP015579.1,4487466,2231128,49.719106506879385,2256338,50.280893493120615
NZ_CP043185.1,4593846,2334360,50.81493807149826,2259486,49.18506192850174
NZ_CP098834.1,4963890,2589782,52.17242928429115,2374108,47.82757071570885
NZ_CP028596.1,5422680,2737631,50.48483406728776,2685049,49.51516593271224
NZ_CP041171.1,4755719,2486694,52.2884972808528,2269025,47.7115027191472
NZ_CP042899.1,4958734,2511202,50.64199854236989,2447532,49.35800145763011
NZ_CP091088.1,5561304,3467483,62.350179022761566,2093821,37.649820977238434
NZ_CP030937.1,4238631,1844510,43.51664487897153,2394121,56.48335512102847
NZ_CP028629.1,5455355,2757733,50.55093573195512,2697622,49.449064268044886
NZ_CP029962.1,4783156,2489515,52.04753932340906,2293641,47.95246067659094
NZ_CP092070.1,5067215,2641030,52.11995149209181,2426185,47.88004850790819
NZ_CP025951.1,5366808,3085175,57.486218996468665,2281633,42.513781003531335
NZ_CP066016.1,4040084,1584622,39.22250131432911,2455462,60.77749868567089
NZ_CP071587.1,1666448,509558,30.57749176691982,1156890,69.42250823308018
NZ_CP024821.1,5125266,2594978,50.63108919615099,2530288,49.36891080384901
NZ_AP019801.1,1910731,1326731,69.43578138419275,584000,30.56421861580725
NZ_CP054006.1,2172396,686637,31.607358879320344,1485759,68.39264112067966
NZ_CP022989.1,4378888,2768810,63.23089332268832,1610078,36.76910667731168
NZ_CP068079.1,2615100,904444,34.58544606324806,1710656,65.41455393675194
NZ_CP033635.1,5539489,2790182,50.36894197280652,2749307,49.63105802719348
NZ_LR135339.1,2889514,1103889,38.20327570657211,1785625,61.79672429342789
NZ_CP089001.1,5370996,3081836,57.37922724202364,2289160,42.62077275797636
NZ_CP043279.1,4826793,2451734,50.79426443189091,2375059,49.20573556810909
NZ_CP060742.1,8254035,5948016,72.0619188069835,2306019,27.9380811930165
NZ_CP039595.1,4856638,2533580,52.16736351360756,2323058,47.83263648639244
NZ_CP073664.1,1531612,1007606,65.78728816436539,524006,34.21271183563461
